"Region","County","District","District Name","Charter Status","Staff_Category","Staff","FTE Count","Total Base Pay","Average Base Pay"
"13","TRAVIS COUNTY","227819","UNIVERSITY OF TEXAS ELEMENTARY CHA","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","1.00","80000","80000"
"13","TRAVIS COUNTY","227819","UNIVERSITY OF TEXAS ELEMENTARY CHA","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","SCHOOL NURSE","0.50","15000","30000"
"13","TRAVIS COUNTY","227819","UNIVERSITY OF TEXAS ELEMENTARY CHA","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","TOTAL SUPPORT STAFF","3.25","207008","63695"
"13","TRAVIS COUNTY","227819","UNIVERSITY OF TEXAS ELEMENTARY CHA","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","100000","100000"
"13","TRAVIS COUNTY","227819","UNIVERSITY OF TEXAS ELEMENTARY CHA","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","1.00","100000","100000"
"13","TRAVIS COUNTY","227819","UNIVERSITY OF TEXAS ELEMENTARY CHA","OPEN ENROLLMENT CHARTER"," ","TOTAL PROFESSIONAL STAFF","25.14","1385968","55139"
"13","TRAVIS COUNTY","227819","UNIVERSITY OF TEXAS ELEMENTARY CHA","OPEN ENROLLMENT CHARTER","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","3.99","116759","29268"
"13","TRAVIS COUNTY","227819","UNIVERSITY OF TEXAS ELEMENTARY CHA","OPEN ENROLLMENT CHARTER","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","3.99","116759","29268"
"13","TRAVIS COUNTY","227819","UNIVERSITY OF TEXAS ELEMENTARY CHA","OPEN ENROLLMENT CHARTER","AUXILIARY","AUXILIARY","7.24","252927","34926"
"13","TRAVIS COUNTY","227819","UNIVERSITY OF TEXAS ELEMENTARY CHA","OPEN ENROLLMENT CHARTER"," ","TOTAL PERSONNEL","36.37","1755654","48276"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","TEACHING STAFF","KINDERGARTEN","2.00","692655","345584"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","TEACHING STAFF","PRE-KINDERGARTEN/KINDERGARTEN","0.08","36858","483701"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","19.94","1339336","67152"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","0.90","45539","50476"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","TEACHING STAFF","SECONDARY (GRADES 7-12)","45.58","2231731","48963"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","TEACHING STAFF","ALL GRADE LEVELS","9.90","537729","54301"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","TEACHING STAFF","TOTAL TEACHING STAFF","78.41","4883848","62286"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","COUNSELOR","1.50","77214","51476"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","EDUCATIONAL DIAGNOSTICIAN","3.62","177103","48907"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","6.15","273423","44486"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","38.25","1501064","39244"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","SOCIAL WORKER","1.00","47838","47838"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","TOTAL SUPPORT STAFF","50.52","2076642","41107"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","4.96","300808","60704"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","114920","114920"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","DIR -PERSONNEL/HUMAN RESOURCES","1.00","70700","70700"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","4.00","274573","68643"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","PRINCIPAL","5.00","374923","74985"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","REGISTRAR","2.07","118389","57058"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","110000","110000"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","19.03","1364313","71692"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER"," ","TOTAL PROFESSIONAL STAFF","147.96","8324803","56265"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","3.41","219429","64352"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","3.41","219429","64352"
"13","TRAVIS COUNTY","227820","KIPP AUSTIN PUBLIC SCHOOLS INC","OPEN ENROLLMENT CHARTER"," ","TOTAL PERSONNEL","151.37","8544232","56447"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER","TEACHING STAFF","KINDERGARTEN","4.78","194193","40619"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","28.41","1162621","40928"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER","TEACHING STAFF","ALL GRADE LEVELS","1.21","47570","39172"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER","TEACHING STAFF","TOTAL TEACHING STAFF","34.40","1404384","40823"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","COUNSELOR","1.00","40000","40000"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","LIBRARIAN","0.40","15443","38150"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","TOTAL SUPPORT STAFF","1.40","55443","39467"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","37000","37000"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","1.43","68714","47944"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","68000","68000"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","3.43","173714","50598"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER"," ","TOTAL PROFESSIONAL STAFF","39.24","1633541","41630"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","3.18","82746","26058"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","3.18","82746","26058"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER","AUXILIARY","AUXILIARY","1.00","48000","48000"
"13","TRAVIS COUNTY","227821","AUSTIN DISCOVERY SCHOOL","OPEN ENROLLMENT CHARTER"," ","TOTAL PERSONNEL","43.41","1764287","40638"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","6.57","292056","44452"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER","TEACHING STAFF","SECONDARY (GRADES 7-12)","13.43","626515","46642"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER","TEACHING STAFF","ALL GRADE LEVELS","1.00","47220","47220"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER","TEACHING STAFF","TOTAL TEACHING STAFF","21.00","965791","45984"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","LSSP/PSYCHOLOGIST","1.00","52800","52800"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","6.99","292992","41888"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER","SUPPORT STAFF","TOTAL SUPPORT STAFF","7.99","345792","43253"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","1.00","42000","42000"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","45000","45000"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","PRINCIPAL","1.00","75000","75000"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","REGISTRAR","1.00","26880","26880"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","90000","90000"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","5.00","278880","55776"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER"," ","TOTAL PROFESSIONAL STAFF","34.00","1590463","46782"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER","AUXILIARY","AUXILIARY","0.09","350","4042"
"13","TRAVIS COUNTY","227824","THE EAST AUSTIN COLLEGE PREP ACADE","OPEN ENROLLMENT CHARTER"," ","TOTAL PERSONNEL","34.08","1590813","46673"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","302.71","13941369","46055"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","461.32","21285030","46139"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","2386.92","110788619","46415"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","3.16","147090","46574"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","2008.39","93537096","46573"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","595.06","27655480","46475"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","5757.56","267354684","46435"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","ATHLETIC TRAINER","16.65","891829","53562"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","AUDIOLOGIST","1.00","62969","62969"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","171.49","9301119","54238"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","EDUCATIONAL DIAGNOSTICIAN","18.30","979480","53523"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","105.30","5334689","50663"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LSSP/PSYCHOLOGIST","33.46","1683021","50299"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OCCUPATIONAL THERAPIST","14.71","825444","56098"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","ORIENTATN/MOBILITY SPEC (COMS)","4.00","202874","50719"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","44.52","2357432","52949"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","287.36","21198493","73769"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","PHYSICAL THERAPIST","9.00","522259","58029"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","PSYCHOLOGICAL ASSOCIATE","3.00","131869","43956"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","1.00","70265","70265"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SOCIAL WORKER","9.82","499764","50902"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SPEECH THRPST/SPEECH-LANG PATH","68.52","3468560","50618"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TEACHER FACILITATOR","82.62","4651753","56302"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TRUANT OFF/VISIT TEACHER","17.07","852737","49949"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","887.83","53034557","59735"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","170.96","10529675","61591"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASST/ASSOC/DEPUTY SUPERINTEND.","11.00","1810116","164556"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","4.00","278292","69573"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIR -PERSONNEL/HUMAN RESOURCES","1.00","114868","114868"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","95.97","5878314","61252"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","131.81","11876733","90105"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","283412","283412"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TEACHER SUPERVISOR","82.11","3978194","48447"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","497.86","34749604","69799"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","7143.25","355138845","49717"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","817.24","19565318","23941"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","817.24","19565318","23941"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","3207.51","92113521","28718"
"13","TRAVIS COUNTY","227901","AUSTIN ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","11168.00","466817684","41800"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","20.80","1024775","49276"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","90.23","4178424","46310"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","594.71","27763272","46683"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","0.38","16063","42061"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","548.82","25592947","46632"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","245.39","11257477","45877"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","1500.33","69832958","46545"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","ATHLETIC TRAINER","2.46","109658","44544"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","49.43","2863407","57930"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","EDUCATIONAL DIAGNOSTICIAN","9.00","488443","54273"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","20.97","1116859","53261"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LSSP/PSYCHOLOGIST","18.00","1016914","56496"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OCCUPATIONAL THERAPIST","4.60","231310","50282"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","ORIENTATN/MOBILITY SPEC (COMS)","1.00","59601","59601"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","10.48","313718","29940"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","56.30","3611383","64143"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","PHYSICAL THERAPIST","2.00","108068","54039"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","26.94","1293330","48006"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SOCIAL WORKER","7.00","344179","49168"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SPEECH THRPST/SPEECH-LANG PATH","23.99","1298884","54146"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TEACHER FACILITATOR","41.99","2179914","51915"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TRUANT OFF/VISIT TEACHER","3.56","157609","44254"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","277.72","15193277","54707"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","49.14","3221293","65550"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASST/ASSOC/DEPUTY SUPERINTEND.","3.00","362693","120898"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","5.46","288500","52855"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","115129","115129"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIR -PERSONNEL/HUMAN RESOURCES","1.00","105000","105000"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","30.61","2128180","69528"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","25.95","2100956","80973"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","181188","181188"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TEACHER SUPERVISOR","30.00","1699545","56652"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","147.16","10202484","69331"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","1925.20","95228719","49464"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","299.70","5859973","19553"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","299.70","5859973","19553"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","337.88","8904861","26355"
"13","TRAVIS COUNTY","227904","PFLUGERVILLE ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","2562.78","109993553","42920"
"13","TRAVIS COUNTY","227907","MANOR ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","22.45","1043376","46485"
"13","TRAVIS COUNTY","227907","MANOR ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","25.39","1153819","45444"
"13","TRAVIS COUNTY","227907","MANOR ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN/KINDERGARTEN","2.68","121406","45232"
"13","TRAVIS COUNTY","227907","MANOR ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","197.19","8922182","45247"
"13","TRAVIS COUNTY","227907","MANOR ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","8.00","352709","44084"
"13","TRAVIS COUNTY","227907","MANOR ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","166.10","7556341","45492"
"13","TRAVIS COUNTY","227907","MANOR ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","43.98","2089002","47504"
